Data,Label
 ওকে ফাসি না দিয়ে ওকে জীবিত রেখে ওর নাফিস কেটে ফেলা হক ,2
 ভেতরটা খোঁজ নিয়ে দেখুন। তারপর আর কিউট মনে হবেন। ভয়ংকর রকমের বাদ ,2
 এখানে ভয়ংকর শুধু দেখানো হয়েছে। সিগারেট দেখানো হয়নি। আর হিন্দুদের গরু খাওয়াই কি লাভ ,2
" খালেদ ভাই , অনেক রোগা হয়ে গেছেন। ডিবেটিং করলেন নাকি? যাই হোক , আগের চেয়ে স্মার্ট লাগছে। আর ভিডিও তো প্রতিবারের মতো খুবই ভালো হয়েছে। শুভেচ্ছা রইল কলকাতা থেকে। ভালো থাকবেন আর অনেক ভালো ভালো খান আর ভিডিও আপলোড করুন। অপেক্ষায় রইলাম ",1
 ভাই আপনারা কম দামে ভালো মানের সব ধরনের টাইলস নিতে আমার সাথে যোগাযোগ করুন নুর টাইলস হাওস 01681003067 ,1
 হায়রে বাংলাদেশ আমরা কার কাছে নিরাপত্তা চাইব ,2
 এই রামিয়ন পাবেন ঢাকার বনানীর পেসকৃপশন পয়েন্ট মেডিকেল এর রাস্তা র ওপরে ,1
 এটা কি একজনের প্ল্যাটার ছিল ,0
 তবেরে তার মত ভালোশাসক মানুষ আর আসবে না ,1
" ভাই মুরগীর মাংসের ঘুটাইয়া পেলে মিস করবেন না , অসাধারণ একটা আইটেম ",1
 আল্লাহ্ কাকে কখন কোন উচ্চতায় কেউ বলতে পারে না ,1
 বাংলাদেশে গরীব মেধাবীরা সেভাবে উঠে আসেনা৷ আশা করি এই ছেলেটা আমাদের গালিবয় হবে ❤ ,1
 প্রশাসনের সুনজর পড়ুক সব দিকে ,0
" মিঠু ভাইয়া , লিঠু ভাইয়া আমার মেন্টর ছিলেন স্কুল জীবনে ",1
 মাস মেন্টর খাইয়া রোজা রাখা সোজা ,1
 প্রিয় ফাহিম ছিলেন স্কুল। আমি আপনার অনেক বড় ফেনী। আপনার কোনো ভিডিও মিস করি না। আমার অনেক ইচ্ছা যে আমি আমার সাথে দেখা করি। আপনি আমার সেই ইচ্ছাটা পুরোনো করবেন। ধন্যবাদ ,1
" আফসোস , হযরত ওমররাঃ শাসন আমলে , হযরত ওমর রাঃ বলে ছিলেন আমার শাসন আমলে যদি একটি কুকুর ও না খেয়ে মারা যায় তাহলে হাশরের ময়দানে আল্লাহ পাক যদি আমাকে জিজ্ঞেস করে তাহলে আমি ওমর যদি সেই দোষে দোষি হয়ে যাই সেদিন আমি আল্লাহর কাছে কি জবাব দিবো ",0
 সুযোগ পাইলেই মানুষের খালি উলটা পালটা কমেন্ট করতে মন চায় কেন বুঝি না ,0
 লাইক করছেন কিন্তু প্রশ্নের উত্তর দেন নাই ,1
 জি ভাই আংকেল খুব তাড়াতাড়ি যাবে আপনে কোনো চিন্তা করবেন না কেমন ,0
" নাই। মিষ্টান্ন থেকে ফিরনি , সেমাই , দই ",0
 এখানে যাবার ইচ্ছে আছে। পরিচ্ছন্ন ও ইন্টারেষ্টিং ,1
" আপনার মা - বোন , খালা , ফুফু , দাদী , নানী , চাচী , মামী উনারা বাদে ",0
 গে দের সচরাচর মেয়ে বান্ধবি বেশি থাকে ,2
" ডাল , ভাত , সবজি আর সাথে ভর্তাও থাকে ৮০ টাকায় ",0
" জানিনা খুব চিন্তায় থাকি , যে সময়টা মানুষ কাছের মানুষদের ভালোবাসা বেশি পাবার কথা সেই সময়টা এতো খারাপ যাচ্চে যেনো এমন খারাপ সময় কখনো কারোর না হয় ",0
 বাংলা মামাদের পিটানো দরকার ,2
 এইটা আমাদের দেশে খেলে ৯০০ এর বেশি চার্জ করবে ,1
 কলার মোচা ছাড়া আর কিসের মোচা হয় ,0
" ছাএলীগ ভয়ংকর সন্ত্রাসী সংগঠন , শেখ হাসিনা আপনি ভয়ংকর টেরোরিস্ট জংগী সন্ত্রাসী সংগঠনের লিডার , আপনাকে একদিন এর জবাব দিতে হবে ",2
 বাংলাদেশের ইউটিউব গুলো এগিয়ে যাচ্ছে দেশের গণ্ডি পেরিয়ে সারা বিশ্বে ,1
" ভাই আপনার সবকিছুই মোটামুটি ভালোই তবে , অস্থির , জোস , ওসাম , ছো এই ওয়াড্ গুলি বারে , বার ব্যাবহার না করলে আরো বেশি ভালো লাগতো ",0
" সে বেচা কেনা করে সে খায়না , চোর চোরকে বাচাতে চাই তে ছে ",2
 দেঢ়ের আর কোনো খবর নাই ,0
" মাঝখান থেকে আইন কোন কিছু বাড়তি খবর লুটে , নাই পক্ষ থেকেই। কিন্তু সিনেমাগুলো কখনো বন্ধ হয় না। কিছুদিন সীমিত হয় মাত্র ",2
 ফালতু এক মহিলা কে আনছে খালি বকবক করে ,2
 লেবু ছাড়া মাছের কাবাব খাওয়া কল্পনায় করতে পারবি না ,0
 শালা একটা পাগল। হ্যাক হইলে কি হয় সেটাও জ্যাম না। হাস্যকর অজুহাত। এরকম ব্য‌ক্তি‌দের হ‌া‌তে জেলার নিয়ন্ত্রণ কতটা জেলার হইতে নিয়ন্ত্রন? ,2
 শুয়োরের বাচ্চা দিবি না তো লোভ দেখানোর কি দরকার বাচ্চা? ,2
" Это их культура - есть руками। Необходимо изучить культуру других , прежде чем комментировать ",0
" 7। জাদুর মাধ্যমে ভালো কিছু অর্জন বা মন্দ কিছু বর্জন করা। অথবা স্বামী - স্ত্রীর মাঝে সম্পর্ক স্থাপন বা অথবা ধরাতে গোপন , প্রকাশ্য , মন্ত্র - যন্ত্র করা। অথবা কারো সাথে সম্পর্ক স্থাপন বা বন্ধুত্বে অথবা ধরানো। দলীল : - ( সূরা বাক্বারা - 102 ",0
" সরিষার তেল আর পেঁয়াজ পেয়াজ তো দুই তিন টাকা চলে যাওয়ার কথা , আবার লাভও করতে হয় মরিচেই। কি দিয়ে ভর্তা করে? শুধু পানি দিয়ে ভার্তা করলেও ১ টাকা দিয়ে পসিবল না ",2
 যমুনা টিভি এগিয়ে যাও আরো বহুদুর ,1
" হাহাহাহাহাহা , ওরে তোরে কে কোথায় আছিস একটু আয় হাসি ",2
" স্পষ্ট চেহারা দেখা যাচ্ছে , এরপরও বলছে কারা কারা জড়িত ছিল আমরা দেখবো , শালার পুলিশ ",2
 @আকাঁশ ছোঁয়া ভালোবাসা তোমার বোন কি মোটা ,2
 এটি 3000 সালে বাংলাদেশে তোমার হবে ,2
 বিছানার বোন কিন্তু সেই ছিলেন। কথা ঠিক কি না বলেন ,1
" তোর মার হোগার ভেতরে টাকার বান্ডিল ঢুকিয়ে মারা উচিত ছিলো , সাথে তোর পরিবারের সবাইকে , 30 লক্ষ টাকাতো আর কম নয় ",2
" ওখানের খাবার গুলো কেমন তা জেনে আমরা কি করব , আজিব ",2
 আরো জানতে হলে লিংকে ক্লিক করুন ,0
 যানতে উল্লেখ করলে বেশি ভালো হতো ,0
" ভাইয়া , আমরা বাংলাদেশি। লোকের বাড়ি নিমন্ত্রণ রক্ষা করতে গিয়ে ফল মিষ্টি কিছুই নিয়ে যাই না , নিয়ে মতো করে যাই ",2
 আন্টি একটা যাই না ,2
 আমার ছ্যাঁচড়ার মতো। কিন্তু আমার ওজন ৮০কিলো এখন আমি কেমনে এই কমাবো একটু বলবেন ,0
" আর দামের যে বিষয়টা , এই আইসক্রীম তৈরীতে যে যন্ত্র ব্যবহার করা হয় তার তাপমাত্রা আসলে মাইনাস ৪ ডিগ্রী এর নীচে নিতে হয় আইসক্রিম তৈরীতে , এখানে বিদ্যুত খরচের ব্যাপার আছে , আর অন্যান্য ব্যাপার ও আছে ",1
 খরচের নাম বদনাম কৃষ্ণা ব্যাপার বাচ্চা। মুসলমান নাম পেয়েছিস বলে ভাবিস না না তোর বাপের সম্পত্তি যে তোর আল্লা ওপর ঝাল থাকলে তোর থাকবে। শালা দেখ ,2
 ফালতু একেবারে। ভিডিও করতেই পারেন না। দেশে ফিরে যান ,2
 আকাঙ্ক্ষা হোটেলটি ঠিক কোথায়। খুব ভাল হত যদি গুগল ম্যাপের লিংক পেতাম ,1
 আমাদের পার হেড আমাদের টাকা পড়েছিল ,0
" ফাহিম ভাই , আপনার সবগুলো ভিডিও পার দেখা হয়ে। কিন্তু আপনার এই ভিডিও তা আজকেই দেখলাম। তবে ভাই আমিতো অবাক হলাম খাওয়ার মানের সাথে দাম তা দেখে। দেখে মনেহচ্ছে যে খাওয়ার গুলো মানসম্মত আর দাম টা সাধারণ মানুষের হাতের নাগালে ",1
" এটি তাঁর সাথে বাটপারি করা হয়েছে , প্রশাসনের দরকার এই লটারি যারা পাবলিশ করেছে তাদেরকে আইনের আওতায় এনে এই লোকটি প্রাপ্য থাকে আইনের করে দেওয়া ",1
 আওতায় টাকায় এনে কিছু। মাশাআল্লাহ ,1
 সামি ভাইয়ের রেডিও ভূমির ক্রিকেট উপস্তাপনা ভালো লাগে ,1
" জ্বি ভাই , ফ্লাগশিপ ফোনের সাথে তুলনা করলে স্যামসাং , হুয়াওয়ে , গুগল , ওয়ান প্লাস ওদের খুঁজে পাওয়া যাবে না! লো & মিড বাজেটের ফোন দিয়ে টিকে আছে এরা ",0
 বাংলাদেশের সাংবাদিক জগতের কিংবদন্তি হয়ে থাকবে মনিরুল ইসলাম ভাই। আপনি আর নিইজ 24 ( বসুন্ধরা ) আশিকুর রহমান শ্রাবণ ভাই আপনারা 2 যেন লিজেন্ড সাংবাদিক ,1
 জন লিজেন্ড দেশটাকে নারীকে পরিণত করে ফেলছে ,2
 একেক দেশে একেক নিয়ম। উনি উনার দেশের নিয়মিতই ফলো করেছেন ,1
" উনি উনার দেশের ডিপ করে তৈরি করা হয়? দাদা খাচ্ছেন খান , ডিটেলসে যাওয়ার দরকার নেই ",2
 যতো পাঠপারি এত এতো দামোতো নেই ,2
" না থাক , আবার বলবে , খেয়ে এসেছেন না গিয়ে খাবেন দাদা! ",0
 ওদের এই বাভে পিটানো হোক তাহলে আর এমন কাজ কেউ করবে না ভয় পাইবো ,2
 এমন ভাবে দেখানো হচ্ছে তাতে মনে হচ্ছে মুঘল আমলের কোন সম্রাট কথা বলা হচ্ছে ,0
 নিউ ইয়র্ক এ রেস্টুরেন্টে কভার করতে বাজেট এর পরিমাণটা ভাববার মতো। ফাষ্ট ফুড বা ষ্ট্রীট ফুড এর বাইরের খাবার খেতে হলে বাজেট বাইরের করতে হয় ,1
 অনি নিজে ভালো 2002 সাল পর্যন্ত খাবার। আপনারা 2003 বানাই ফেলেছেন। দোষের ঠেলতে না খুশির ঠেলতে এমন করেন। কাছে পাইলে আপনার দাত গুলা জুতা দিয়া মারতে মারতে মারতে দিতাম ,2
" যাই হোক আমার মারতে রাখছেন , আজকে বিসমিল্লাহ শব্দটা পুরোপুরি বলছেন। ধন্যবাদ ভাই ",0
 ধন্যবাদ। ৩২ থেকে লুচি দিয়ে!। সিরিয়াসলি ,1
" ভালো ছিল। জানতে ইচ্ছা করছে , আপনার জানতে এগুলো টেস্ট করে না? ",0
 মদন টিভিকে বলতে চাই তোরা প্রশাসনকে জেরা করে বলতে চাই ,2
" আজকেই দেখা শুরু করলাম আপনার ভিডিও। প্রথম ভিডিওটা দেখে আপনারে ক্যাসেট লাগছে। পরে যত দেখেছি তাতো মুগ্ধ হচ্ছি , অসামান্য সারল্য মাখা প্রেজেন্টেশন। একদম সাদামাটা আর ঔপন্যাসিক। হ্যাটস অফ ",1
 আজকে বাংলাদেশি অফ টাকায় নেপালি আজকে। ৭৬ রুপি ভাইয়া ,0
" খাওয়া একটু কমাইছি পরে 15 মিনিট কার্ডিও , 15 মিনিট মিনিট পুশআপ মিনিট এবিসি 15 ",0
" তোদের মিনিট ভারতের কোনো জায়গা বানাই না ,! ",2
" আহা! মা শো মা , সো রোমান্টিক ভাইয়া ও আপু। পর্বটা আরো সুন্দর হয়ে উঠেছে আপুর অ্যাড এর কারনে , কিন্তু ভাইয়া কিন্তু সবসময় হিট ; ",1
 চা তা ওভার হিট মনে হলো ,1
" পুলিশ হচ্ছে বাংলাদেশে ইয়াবা ট্যাবলেটের মেইন কারিগর। কাজেই ইয়াবা বন্ধ করা সরকারের পক্ষে সম্ভব না। সাধারণ পাবলিক নয় , একজন সাংবাদিকেরা সাথে কি ব্যবহার। দেখো বাংলা দেখো ",2
 কি যে বলো না বন্ধু : তুমি তো একদিন ধুম করে টান দিলা : ,0
" আশা করি , প্রশাসনের এই বিষয়ে দৃষ্টিগোচর হবে ",0
 আমার খেতে ইচ্ছা করতেছে ইলিশ মাছ ,1
 একে সকালে মিলে তাকে গড়ে তুলি ,1
" খাওয়ার আনন্দে ভাই। রাগ কর ক‍্যান , ভাগ‍্য কি ইব্রা ক মনের আনন্দে ইরা জন্মাইসে বেড়ায় ",0
 আপনার ছেলেটা মনের অনেক সুন্দর। দোয়া করি ওর জন্য ,1
 ওরা টাকার গোলাম। হাজারও সত্য ঘটনা এভাবে চাপা পড়ে আছে ,2
 বিসমিল্লাহির রাহমানির রাহিম বলে ভাইয়া আপনি আপনার প্রতি শ্রদ্ধাশীল করে দিলেন ,1
 গোপী আপা বাংলাদেশের খাবার সর্ম্পকে আপনার কোন ধারণা নাই দাওয়াত রইল খেয়ে যান মনে হয় বাংলার খাবারের প্রেমে পড়ে যাবেন ,1
 শিশুটির ভিতরে একাগ্রতা সত্যিই অসাধারণ। শিশুটি যাই করুক না কেন ইনশাআল্লাহ ভাল করবে ,1
 মজাদার নাম পাঁচ ভাই খেয়ে যদি কেউ শহীদ হতে চায় ,1
 ভাই আপনাকে অসংখ্য ধন্যবাদ খুব ভালো লাগল আমাদের দেশে অনেক সুন্দর জায়গা আছে অসাধারণ। আমি বাহরাইন থেকে আমার বাড়ি কক্সবাজার ,1
 বান্দরবানে কিছু জায়গায় আসুন ,1
 মাছের মাথা দিয়ে ওটা মুড়ি বাড়ি ডাল হবে। আমের আচার নয় হয়তো ওটা আমের চাটনি হবে। বাকি তা জব্বার। জইমা গেছে ,1
 আদনান ভাই আপনি আমার এলাকায় পুরান ঢাকায় আসতে পারেন আমি আপনাকে একটা গুরু মাংস খাওয়াবো সেই একটা মাংস আপনি আসতে পারেন ,1
 রোজা হালকা হচ্ছে : 3 ইফতারের পর দেখা উচিত ছিলো ,1
 আমি ওনার দোকানে মাজে মাজে খাই ভালো লাগে ভাই ওনার রানা খাই আমি ভাই ওনার পাসে আরেকটা দোকান আছে ওখানে একটু জায়েন ভাই ভাই ভালো ,1
 ও রে সব দেখি ডাকাত এনা ,2
 তুই এই ওনারটো ছবি সারা। জায়গায় জায়গায় আইসা খালি কমেন্ট জায়গায় ,2
 সব জায়গায়। উদ্যোক্তার টাকা ওয়ার্ডে দেওয়ার দরকার ছিল। দেশের আইন আদালত খুব ভালো চলছে তাই এমন অবস্থা ,0
 যার কাছে অভিযোগ নিয়ে গিয়েছে তারাই গিয়েছে শয়তান ,2
 স্ট্রবেরি ভর্তা তা তারাই ,1
 চোর পালাতে চোরের সহযোগিতা ,2
 иеоштм игарог тьбопн раршгп ভদ্রবেশি % рвпреа шнкрпв ,0
 শয়তান। খাবার তৈরির প্রসেস টা নরমাল ভিডিও না করে একটু বেশি ট্রান্স জিকসন ইউজ করলে খুব ভালো হবে ,1
 এইসব লটারি নিজেদের আখের গোছানোর জন্য করা হয় ,1
" একটা পরামর্শ , যদি খাবারের সাথে দামটা রিজনেবল হচ্ছে কি না সেটাও একটু ফিডব্যাক দিলে আরও দারুণ হতো ",1
 হে আল্লাহ এ সমস্ত মাসুম শিক্ষাথীদের তুমি রক্ষা কর ,1
 দোকানের নাম : - মক্কা বিরিয়ানির হাউজ ,0
" সুড়ুৎ সাড়ুত করে খাওয়া বাদ দেন প্লিজ , কাকু ",2
 বর্ষা কাল এড়িয়ে যাওয়া ভালো ,0
 আমি রানা হারা বছর রানা ছাড়াই রোজা ,1
 যারা আসল অপরাধী তারা তাদের সামনে কার্যকলাপ করতেছে। কিন্তু তারা তাদেরকে না ধরে সাধারণ মানুষকে টর্চার করে টাকা হাতিয়ে নেয় ,2
" এই জাতীয় কিছু ব্যাক্তিদের জন্যই , দেশের উন্নয়ন আজ প্রশ্নবিদ্ধ ",2
 ড্রাগন ফল বাংলাদেশ ঢাকাই ছোট টা 150 টাকা ,0
" অফ ভাইয়া সিভিটা সেরকম লাগছে , ভাইয়া রেসিপিটা ঘরে বানায় বানাইয়া দেখছি , সেরকম লাগছে ভাইয়া , ভাইয়া বিরানি টা মিস করছো ওয়াফ ইয়াম্মি ",1
 আপনার উপস্থাপনার ধরনটি অনবদ্য ,1
 ভাইয়া আমাদের দেশে তো গরুর মাংসের নামে অন্ন কিছুর মাংস কাস্টমারদের খাওয়ায় এগুলো বুঝার কি কোনো উপায় আছে ,2
 এগুলো মুরগি খাসি আল্লাহ এর নামে জবাই করা হয় কি? নাহলে তো খাওয়া যাবে না। হারাম ,2
 বাংলাদেশে একটি ভালো সাইকেল চালানোর রোড নেই আর এই গুলোর কথা তো বাদ ই দিলাম ,2
 কারণ যেখানে উপকারের চাইতে দিলাম কারণ হয় সেখানে ডায়মন্ড কখনোই নিরাপদ নয়। ভালো করে খুজ নিলে দেখা যাবে যে নিলে পুলিশই কোনো না কোনো ভাবে এইসব অন্যায় কাজে জড়িত। তাহলে এদের রেখে কি লাভ ,2
 ভাইতো দেখি এখন ড্রোন সেট ও নেন ,1
 কারণ রিসিভ বাইক কখনো বাংলাদেশে আসবেন ,2
" ভাই , সট ও বুঝলাম না। বোতল থেকে কি ওগুলো পানি দিল? আর প্রথমে বরফ পানি আর লেবু ছিলেন গ্লাসে? ",0
 তার বাস্তব সাক্ষী আমি। আমি আমি ,2
" যাবে , তবে সারাক্ষণ দৌড়ের উপর থাকতে হবে : ) ",1
 না। হিন্দু হোটেলে হালাল মাংস পাওয়া যায় না। ভারতে কেউ হালাল ফালাল নিয়ে মাথা ঘামায় না ,2
 মাথা বিখ্যাত চিংড়ি এইডা ,0
 আপনি মনে হয় ব্যাপারটা বুঝতে পারেন নি। উনি বুঝতে চেয়েছেন পরিবারতন্ত্র। তবে আপনাদের ক্ষেত্রে তা তবে আর আমাদের আপনাদের ক্ষেত্রে প্রযোজ্য। কারণ আপনাদের বিজেপি পরিবার কেন্দ্রিক রাজনীতি করে না ,0
 দোকানের নাম :- মক্কা বিরিয়ানির হাউজ ,0
" সবচেয়ে ভালো লাগলো ঢোকার সময় মুরব্বি কে সালাম দোয়া তা , আল্লাহ আপনাকে অনেক বড় করবেন , আমিন ",1
 আহামরি কিছু না। তবে খাবারের প্রেজেন্টেশন তবে ,1
 ছাত্রলীগ নাকি বঙ্গবন্ধু দ্বারা সৃষ্ট। কিন্তু এখন ছাত্রলীগ রাজাকারদের মত নির্যাতন করে ,2
 আল্লাহপাক রহম করেছেন তাকে ,1
 আর মানুষ ময়মনসিংহ কে নিয়ে ঠাট্টা করে ,2
 ফাইজলামি নিউজ না করে দেশে যা আছে তা নিয়ে নিউজ করেন ,2
" আমার মুখে পানি চলে আসছে , এগুলো ঠিক না! এখন আমি এত রাতে কুতায় পাবো ডিম চিতই , : ",0
 শুটকি ভর্তা আপনি নিরামিষ বানাই দিলেন ,2
 তুই তো জামায়াত শিবিরের দালাল ,2
" ফেলুদা , লুকাস লাইক ফ্রুট কাস্টার্ড ",1
 ভাই আমি আপনার বন্ধু হতে চাই। আমায় সাবস্ক্রাইবার করোনি। দয়া করে। আমি আপনাকে ক রে ফেলচি ,1
 এ তো পুরো ডাকাতি সুদীপা শুধুমাত্র নিজের নাম ভাঙ্গিয়ে এই রেস্টুরেন্টটা চালাচ্ছে এই দামের কারনেই আপনি ছাড়া আর কোনো কাস্টমার ছিলোনা আমাদের কলকাতায় আরো অনেক ভালো ভালোরেস্টুরেন্ট আছে যেখানে আরো কম দামে অনেক ভালো খাবার পাওয়া যায় ,2
 দুই চোখা নিতি পরিহার করুন নাহলে জনগণ একদিন একদিন আপনাদেরকে ,2
 ভাই আপনার জন্য দোয়া করি আপনে ইসলামিক বিভাগে পড়াশোনা করেন ভালো। তবে আপনে ইসলামিক মানুষ হয়ে থাকে তবে আপনে না। গানের জগতে দিয়েন না ,2
 ধন্যবাদ আপু আপনাকে। কারো প্রতি নির্ভরশীল না আপনি ,1
 এগিয়ে জাও রানা দোয়া ভালোবাসা দুনটাই আচে ♥ ♥ ♥ ,1
" মহান আল্লাহ অবশ্যই , দয়ালু আর মহানুভব ",1
" আমি তো যশোরের বেনাপোল দিয়ে যাবো , আমি আমার বড় ভাই 1 টা বন্ধু আর 2 জন ",1
 এগুলি সবাই জানে কেউ মুখ খুলতে সাহসপায়না ,0
 আমার চেনেলে সবাই একটু ঘুরে আসো ,0
" বিলাসবহুল অফিসে বসে বিলাসবহুল হুমকি , স্বভাবিক ব্যাপার ",0
 ভাই ভবি কে একদিন ক্যামেরার সামনে ক্যামেরার খুশি হতাম ,2
" ভাইয়া দই এর সামনে আইটেম তা মিষ্টি নয় চাটনি। চাটনি তো বাংলাদেশেও খাওয়া হয় , নাম টা বলতে পারলেন না ",2
 এত্তদিন কি আপনারা আপনারা আঙ্গুল ,2
 ভাই আপনি কোনো তারিখে যাত্রা করলেন সে তারিখ কিন্তু জানালেন না। যাত্রার তারিখ জানালে উপকৃত হবো ,0
" আলহামদুলিল্লাহ , 30 অক্টোবার ",1
 সেন্টমাটিন পরিবহনের মালিক একজন চিটিং ,1
 অনেক ভালো হচ্ছে ভিডিও গুলো ,1
 বাংলাদেশের কোচ হিসেবে দাদাকে দেখতে চাই ,1
 এমন একজন সুপারহিরোকে আপনারা লুকিয়ে রেখেছেন ,1
" বাংলার গ্রামে একটা প্রবাদ আছে লম্বা আপনারা নাকি কম্বল খালি , লুকিয়ে? কথা ক্লিয়ার কোন ভেজাল আছে , (না বুঝলে মুড়ি খান) ",2
 হ আমার লগে দেখা করতে আদনান ভাই আসছিলেন কিন্তু আমি বিজি ছিলাম তাই আর দেখা হয় নাই ,2
" এদেশে কুকুর বেশী মানুষ নাই , যেন এরা পশু হয়ে গেছে , কোথায় যাবে মানুষ ন্যায় বিচার পাইতে / আসায় ",2
 লটারিবাজরা একধরনের ধান্দাবাজ ,2
" দলীল : - ( সূর্য জুমার - 38 , 44 / ইউনুস - সূরা , 84 / মায়েদের - 23 ) ",0
 দেশের সকল শিক্ষা প্রতিষ্ঠানে ছাত্র রাজনীতি বন্ধ করা হোক। আর নরপশুগুলোর ফাঁসি হোক ,1
" প্রধানমন্ত্রীর ছত্রছায়ায় বিরোধীদের দমন করতে সারা দেশেই বেপরোয়া ভোট চোর আওয়ামীলীগের সন্ত্রাসীরা এরকম উগ্রতা চালাচ্ছে , মানুষ কথা বলতে ভয় পায় , জীবনের নিরাপত্তা নেই ",2
 মহান আল্লাহ ভালো জানেন কিসে আপনার মঙ্গল আর কিসে অমঙ্গল ,0
 ট্রান্জিট ভিসা নেওয়ার ভিসা বাস টিকিট এর অরিজিনাল কপি দিতে হবে না ফটোকপি দিতে হবে? ,0
 ভালো লাগল ভিডিওটা। হামরা খেতে যাব। অামাদের পোশাবে ,1
" "" রিপোটার মসাইয়ের নাম "" "" হোসাইন নাম "" "" , মুসলমানেরা সন্তান হয়ে "" "" ভাগ্য দেবীর "" "" সহায় না হওয়ার কথা বলছেন। অভ্যাসটা পরিবর্তন করবেন "" ",2
" ভালো ডাক্তার দেখান , অতি শীঘ্রই ",2
 সাহসী পুলিশ বাহিনী অবস্থার শিকার নিরূপায় পতিতাদের আটক করে সাহসিকতার পরিচয় দিয়েছেন ,0
" যারা অনেক সাহসিকতার তাদের জন্য এই রাস্তার পাশে রে খাবার না। তা ছাড়া , বড় বড় হোটেল যেই খাবারটা আমাদের সামনে সার্ভ করা হয় আমার কেউ কি ভিতরে গিয়ে দেখেছি যে সে কোন হাত দিয়ে সারা কার্লো অথবা তার হাত পরিষ্কার কী না ",2
 কেমন দেশে বসবাস করছি আমরা। ? সম্রাটের মতো এমন অপরাধী একটা লোকের পক্ষে প্রকাশ্যে রাস্তায় মতো দেয়। ? কুত্তার কিছু দল ,2
" জাজ তবে ভাবা থাকবে কিনতে সিনেমা ভালো হবে না ,! ফালতু হবে। ! ",2
 দেশটা একবারে জাহান্নামের কাছে গিয়ে পৌছেছে নারী রাষ্ট্রপ্রধান হলে এমনি হয় আসেন আমরা সবাই মিলে অনতত কোন নারীকে রাষ্ট্র প্রধান না বানায় তাদের জায়গা পুরুষের পায়ের নিচ আর তারা শয়তানের জাত ,2
" সা‌য়েম ভাই একটা জি‌নিস ভা‌লো লাগ‌লো না , পাহা‌ড়ের পা‌শে এমন এমন জায়গায় আপনার বাচ্চাকে রি‌স্কি একা জায়গায় দেওয়া ঠিক আপনার ",2
 খরচ বাচ্চা‌কে লাগবে। ভিসা কি দুই দেশের লাগবে ,1
" গরিব হওয়া পাপ , গরিব ঘরে জন্ম ভিসা পাপ। ফইন্নি ঘরের ঘরের ",2
 ফইন্নি নামে যা তা করে র্যাগিংয়ের নামে ,2
 যা প্রসাদ? জয় গুরু ,2
 সিলেট আমার বালের লন্ডন ,2
" ওকে মেরে ফেলো , বাংলাদেশ রাজীব ",0
 আর এ পাপন একটা ওকে মেরে ,2
 ধন্যবাদ সাংবাদিক ভাইকে। দালালদের চক্রান্ত পাশ করে দেয়াল জন্য। তবে যতক্ষণ পর্যন্ত যতক্ষন সমাধান না হয় খবর প্রচার করে দালালদের শাস্তির ব্যবস্থা করতে হবে। সত্য প্রকাশে ভয় পাবেন না ভাই কারণ সত্যে জয় সব সময় হয় ,1
" ভাই আমার মন্তব্যে আপনি আহত হয়েছেন , এই জন্য আমি দুঃখিত এবং ক্ষমাপ্রার্থী। কিন্তু কিছু কিছু লোকজন এতো নোংরা এবং অশোভন কথা বলছিলো যে তা আপনিও মেনে নিতে পারতেন না ",0
 তবির ভাইয়ের সাথে কথা হইছে ঈদের পর নেক্টট কাজটা আরো ভাল হবে ইনশাআল্লাহ ,1
" আবাল চোদা মিডিয়া আবাল চোদা খবর প্রচার করে , তোদেরকে কুত্তা দিয়ে চুদা দরকার , অশিক্ষিত বর্বর ",2
 আমি বুঝিনি মুসলিম দেশের মহিলা পুলিশ গুলো খাটো সুন্দর হিজাব পড়ে। আর আমাদের দেশের গুলো মনে হয় শয়তান জন্ম দিচ্ছে ,0
 আমি খেয়েছি সর্বপ্রথম আমাদের টাকা টাকায়। টাকার পরিমাণ মনে আছে সাল মনে নেই ,0
 চোরের বাচ্চাদের জুতা পিটা করলেও লজ্জা হবে না ,2
 এভাবে পুরোপুরি না এভাবে ফুডের পুরো রেসিপি দেখানো উচিত নয় বলে মনে করি। কারন এতে তাদের প্রসেস জেনে যায় জেনে যারা যায় ক্ষেত্রে প্রতিযোগিতায় করে হারিয়ে দেবার ঘৃণ্য মানসিকতা ধারণ করে। আর ভারতের যে কোনো ফ্যামাস কিচেনে ঢুকে দেখেন ওরা আপনাকে পুরো প্রসেস দেখায় কিনা ,0
 বর্তমানে হিট নায়ক নিশু ভাই প্রায় এখানে খেতে আসে ,1
" আমরা পেয়াঁজ পাঠাইনি , তাই তোমরা পেয়াঞ্জি খবর কর , লাভ ফ্রম ইন্ডিয়া ",2
" এখন বাংলাদেশের মাহসান সপ্ন , আরো কিছু ফালতু ইউটিউবার আছে এরা আবার ইন্টারভিউ নিয়ে পচায় না ফেলে ",1
 ফেলে মারে চাহিদা হয় তোদের মতন সৌদি হিন্দুগো কারণে বাংলাদেশের মানুষ গালি খায়। মানসম্মান কিছু রাখছি না। দূর হ অশিক্ষিত মূর্খ কামলা ,2
" মূর্খ সবাই ঠিক আছে , কিন্তু লোকটাকে ইট মারতে গিয়ে কামলা মারেন না। অবুঝ পশু , হাতি তো কিছু করে নাই , তো কিছু না ",1
 অন্তত এখন মাথায় কাপড়ে করে কথা ছিল। নাকি ? ধন্যবাদ ,2
